"","CellType_Vs_Others","MsGene"
"STAT6","MicrogliByothersCuffdiff2FCover20","Stat6"
"STAU1","PreOligoByothersCuffdiff2FCover20","Stau1"
"STAU2","MicrogliByothersCuffdiff2FCover20","Stau2"
"STC1","EndotheByothersCuffdiff2FCover20","Stc1"
"STK11","MicrogliByothersCuffdiff2FCover20","Stk11"
"STK11IP","MicrogliByothersCuffdiff2FCover20","Stk11ip"
"STK26","NeuronByothersCuffdiff2FCover20","Stk26"
"STK3","NewOligoByothersCuffdiff2FCover20","Stk3"
"STK32B","NeuronByothersCuffdiff2FCover20","Stk32b"
"STK40","NeuronByothersCuffdiff2FCover20","Stk40"
"STMN1","NeuronByothersCuffdiff2FCover20","Stmn1"
"STMN2","NeuronByothersCuffdiff2FCover20","Stmn2"
"STMN4","MyeOligoByothersCuffdiff2FCover20","Stmn4"
"STON2","MicrogliByothersCuffdiff2FCover20","Ston2"
"STRA6","EndotheByothersCuffdiff2FCover20","Stra6"
"STX11","MicrogliByothersCuffdiff2FCover20","Stx11"
"STX16-NPEPL1","AstroByothersCuffdiff2FCover20","Stx16"
"STX16","AstroByothersCuffdiff2FCover20","Stx16"
"STX3","NeuronByothersCuffdiff2FCover20","Stx3"
"STXBP2","NeuronByothersCuffdiff2FCover20","Stxbp2"
"SUCLA2","AstroByothersCuffdiff2FCover20","Sucla2"
"SUCO","MicrogliByothersCuffdiff2FCover20","Suco"
"SULF1","PreOligoByothersCuffdiff2FCover20","Sulf1"
"SULT2B1","NeuronByothersCuffdiff2FCover20","Sult2b1"
"SURF4","MyeOligoByothersCuffdiff2FCover20","Surf4"
"SUSD1","MicrogliByothersCuffdiff2FCover20","Susd1"
"SUSD3","MicrogliByothersCuffdiff2FCover20","Susd3"
"SV2B","NeuronByothersCuffdiff2FCover20","Sv2b"
"SVOP","NeuronByothersCuffdiff2FCover20","Svop"
"SYCP2","AstroByothersCuffdiff2FCover20","Sycp2"
"SYK","MicrogliByothersCuffdiff2FCover20","Syk"
"SYNDIG1L","NeuronByothersCuffdiff2FCover20","Syndig1l"
"SYNE1","AstroByothersCuffdiff2FCover20","Syne1"
"SYNE2","EndotheByothersCuffdiff2FCover20","Syne2"
"SYNGAP1","PreOligoByothersCuffdiff2FCover20","Syngap1"
"SYNGR2","MicrogliByothersCuffdiff2FCover20","Syngr2"
"SYNJ2","MyeOligoByothersCuffdiff2FCover20","Synj2"
"SYNJ2BP","MicrogliByothersCuffdiff2FCover20","Synj2bp"
"SYNPR","NeuronByothersCuffdiff2FCover20","Synpr"
"SYP","NeuronByothersCuffdiff2FCover20","Syp"
"SYPL2","AstroByothersCuffdiff2FCover20","Sypl2"
"SYT1","NeuronByothersCuffdiff2FCover20","Syt1"
"SYT15","EndotheByothersCuffdiff2FCover20","Syt15"
"SYT17","NeuronByothersCuffdiff2FCover20","Syt17"
"SYT3","NeuronByothersCuffdiff2FCover20","Syt3"
"SYT4","NeuronByothersCuffdiff2FCover20","Syt4"
"SYT5","NeuronByothersCuffdiff2FCover20","Syt5"
"SYT7","NeuronByothersCuffdiff2FCover20","Syt7"
"SYTL2","MyeOligoByothersCuffdiff2FCover20","Sytl2"
"SYTL4","EndotheByothersCuffdiff2FCover20","Sytl4"
"SZT2","NewOligoByothersCuffdiff2FCover20","Szt2"
"TBXT","EndotheByothersCuffdiff2FCover20","T"
"TAB3","MicrogliByothersCuffdiff2FCover20","Tab3"
"TAC3","NeuronByothersCuffdiff2FCover20","Tac2"
"TACC1","MicrogliByothersCuffdiff2FCover20","Tacc1"
"TACR1","NeuronByothersCuffdiff2FCover20","Tacr1"
"TACR3","EndotheByothersCuffdiff2FCover20","Tacr3"
"TAF1C","MicrogliByothersCuffdiff2FCover20","Taf1c"
"TAF6L","MicrogliByothersCuffdiff2FCover20","Taf6l"
"TAGAP","MicrogliByothersCuffdiff2FCover20","Tagap"
"TAL1","MicrogliByothersCuffdiff2FCover20","Tal1"
"TANK","MicrogliByothersCuffdiff2FCover20","Tank"
"TAOK2","MicrogliByothersCuffdiff2FCover20","Taok2"
"TAPT1","EndotheByothersCuffdiff2FCover20","Tapt1"
"TARS2","AstroByothersCuffdiff2FCover20","Tars2"
"TBC1D1","EndotheByothersCuffdiff2FCover20","Tbc1d1"
"TBC1D17","MicrogliByothersCuffdiff2FCover20","Tbc1d17"
"NTN3","NeuronByothersCuffdiff2FCover20","Tbc1d24"
"TBC1D7","MyeOligoByothersCuffdiff2FCover20","Tbc1d7"
"TBCA","MicrogliByothersCuffdiff2FCover20","Tbca"
"TBCD","MicrogliByothersCuffdiff2FCover20","Tbcd"
"TBL1XR1","MyeOligoByothersCuffdiff2FCover20","Tbl1xr1"
"TBR1","NeuronByothersCuffdiff2FCover20","Tbr1"
"TBX1","EndotheByothersCuffdiff2FCover20","Tbx1"
"TBX3","EndotheByothersCuffdiff2FCover20","Tbx3"
"TBX4","EndotheByothersCuffdiff2FCover20","Tbx4"
"TBXA2R","EndotheByothersCuffdiff2FCover20","Tbxa2r"
"TBXAS1","MicrogliByothersCuffdiff2FCover20","Tbxas1"
"TCAF1","EndotheByothersCuffdiff2FCover20","Tcaf1"
"TCAF2C","EndotheByothersCuffdiff2FCover20","Tcaf2"
"TCAF2","EndotheByothersCuffdiff2FCover20","Tcaf2"
"TCEA3","EndotheByothersCuffdiff2FCover20","Tcea3"
"TCEAL7","NeuronByothersCuffdiff2FCover20","Tceal7"
"TCF12","AstroByothersCuffdiff2FCover20","Tcf12"
"TCF3","PreOligoByothersCuffdiff2FCover20","Tcf3"
"TCF4","NeuronByothersCuffdiff2FCover20","Tcf4"
"TCF7","EndotheByothersCuffdiff2FCover20","Tcf7"
"TCF7L1","AstroByothersCuffdiff2FCover20","Tcf7l1"
"TCIRG1","MicrogliByothersCuffdiff2FCover20","Tcirg1"
"TCN2","MicrogliByothersCuffdiff2FCover20","Tcn2"
"TDP2","AstroByothersCuffdiff2FCover20","Tdp2"
"TDRD3","MicrogliByothersCuffdiff2FCover20","Tdrd3"
"TDRD6","NeuronByothersCuffdiff2FCover20","Tdrd6"
"TDRD7","PreOligoByothersCuffdiff2FCover20","Tdrd7"
"TDRP","EndotheByothersCuffdiff2FCover20","Tdrp"
"TEAD1","NeuronByothersCuffdiff2FCover20","Tead1"
"TEAD4","EndotheByothersCuffdiff2FCover20","Tead4"
"TEC","MicrogliByothersCuffdiff2FCover20","Tec"
"TECRL","EndotheByothersCuffdiff2FCover20","Tecrl"
"TEK","EndotheByothersCuffdiff2FCover20","Tek"
"TEKT2","NeuronByothersCuffdiff2FCover20","Tekt2"
"TENM1","NeuronByothersCuffdiff2FCover20","Tenm1"
"TENM2","NeuronByothersCuffdiff2FCover20","Tenm2"
"TEP1","MicrogliByothersCuffdiff2FCover20","Tep1"
"TERF2","MicrogliByothersCuffdiff2FCover20","Terf2"
"TES","EndotheByothersCuffdiff2FCover20","Tes"
"TEX10","MicrogliByothersCuffdiff2FCover20","Tex10"
"TEX9","AstroByothersCuffdiff2FCover20","Tex9"
"TFAP2D","NeuronByothersCuffdiff2FCover20","Tfap2d"
"TFCP2","MicrogliByothersCuffdiff2FCover20","Tfcp2"
"TFE3","MicrogliByothersCuffdiff2FCover20","Tfe3"
"TFEC","MicrogliByothersCuffdiff2FCover20","Tfec"
"TFG","NeuronByothersCuffdiff2FCover20","Tfg"
"TFPI","EndotheByothersCuffdiff2FCover20","Tfpi"
"TFPI2","EndotheByothersCuffdiff2FCover20","Tfpi2"
"TFR2","NeuronByothersCuffdiff2FCover20","Tfr2"
"TFRC","EndotheByothersCuffdiff2FCover20","Tfrc"
"TGFB1","MicrogliByothersCuffdiff2FCover20","Tgfb1"
"TGFBI","MicrogliByothersCuffdiff2FCover20","Tgfbi"
"TGIF1","MicrogliByothersCuffdiff2FCover20","Tgif1"
"TGM1","MicrogliByothersCuffdiff2FCover20","Tgm1"
"TGM2","MicrogliByothersCuffdiff2FCover20","Tgm2"
"TH","NeuronByothersCuffdiff2FCover20","Th"
"THBD","EndotheByothersCuffdiff2FCover20","Thbd"
"THBS3","MyeOligoByothersCuffdiff2FCover20","Thbs3"
"THEMIS2","MicrogliByothersCuffdiff2FCover20","Themis2"
"THOC6","MicrogliByothersCuffdiff2FCover20","Thoc6"
"THSD1","EndotheByothersCuffdiff2FCover20","Thsd1"
"THSD7B","NeuronByothersCuffdiff2FCover20","Thsd7b"
"THY1","NeuronByothersCuffdiff2FCover20","Thy1"
"TIAM1","EndotheByothersCuffdiff2FCover20","Tiam1"
"TIAM2","AstroByothersCuffdiff2FCover20","Tiam2"
"TICAM1","MicrogliByothersCuffdiff2FCover20","Ticam1"
"TIE1","EndotheByothersCuffdiff2FCover20","Tie1"
"TIFAB","MicrogliByothersCuffdiff2FCover20","Tifab"
"TIMD4","MicrogliByothersCuffdiff2FCover20","Timd4"
"TIMM9","NeuronByothersCuffdiff2FCover20","Timm9"
"TIMP1","EndotheByothersCuffdiff2FCover20","Timp1"
"TIMP3","AstroByothersCuffdiff2FCover20","Timp3"
"TINAGL1","EndotheByothersCuffdiff2FCover20","Tinagl1"
"TIRAP","EndotheByothersCuffdiff2FCover20","Tirap"
"TKT","AstroByothersCuffdiff2FCover20","Tkt"
"TLCD1","AstroByothersCuffdiff2FCover20","Tlcd1"
"TLE2","NeuronByothersCuffdiff2FCover20","Tle2"
"TLE3","MicrogliByothersCuffdiff2FCover20","Tle3"
"TLN2","MicrogliByothersCuffdiff2FCover20","Tln2"
"TLR1","MicrogliByothersCuffdiff2FCover20","Tlr1"
"TLR2","MicrogliByothersCuffdiff2FCover20","Tlr2"
"TLR5","MicrogliByothersCuffdiff2FCover20","Tlr5"
"TLR6","MicrogliByothersCuffdiff2FCover20","Tlr6"
"TLR7","MicrogliByothersCuffdiff2FCover20","Tlr7"
"TLR9","MicrogliByothersCuffdiff2FCover20","Tlr9"
"TM2D3","NeuronByothersCuffdiff2FCover20","Tm2d3"
"TM4SF1","EndotheByothersCuffdiff2FCover20","Tm4sf1"
"TM4SF5","NeuronByothersCuffdiff2FCover20","Tm4sf5"
"TM6SF1","MicrogliByothersCuffdiff2FCover20","Tm6sf1"
"VPS51","AstroByothersCuffdiff2FCover20","Tm7sf2"
"TMBIM4","MicrogliByothersCuffdiff2FCover20","Tmbim4"
"TMC6","MicrogliByothersCuffdiff2FCover20","Tmc6"
"TMC8","MicrogliByothersCuffdiff2FCover20","Tmc8"
"TMCC3","MicrogliByothersCuffdiff2FCover20","Tmcc3"
"TMED7-TICAM2","MicrogliByothersCuffdiff2FCover20","Tmed7"
"TMED7","MicrogliByothersCuffdiff2FCover20","Tmed7"
"TMEM104","MicrogliByothersCuffdiff2FCover20","Tmem104"
"TMEM106A","MicrogliByothersCuffdiff2FCover20","Tmem106a"
"TMEM106C","AstroByothersCuffdiff2FCover20","Tmem106c"
"TMEM107","MicrogliByothersCuffdiff2FCover20","Tmem107"
"STIMATE","MyeOligoByothersCuffdiff2FCover20","Tmem110"
"TMEM110-MUSTN1","MyeOligoByothersCuffdiff2FCover20","Tmem110"
"TMEM119","MicrogliByothersCuffdiff2FCover20","Tmem119"
"TMEM120B","MicrogliByothersCuffdiff2FCover20","Tmem120b"
"TMEM130","NeuronByothersCuffdiff2FCover20","Tmem130"
"TMEM131","MyeOligoByothersCuffdiff2FCover20","Tmem131"
"TMEM132A","MicrogliByothersCuffdiff2FCover20","Tmem132a"
"TMEM144","MyeOligoByothersCuffdiff2FCover20","Tmem144"
"TMEM154","EndotheByothersCuffdiff2FCover20","Tmem154"
"TMEM156","MicrogliByothersCuffdiff2FCover20","Tmem156"
"TMEM173","MicrogliByothersCuffdiff2FCover20","Tmem173"
"TMEM176B","PreOligoByothersCuffdiff2FCover20","Tmem176b"
"TMEM184B","NeuronByothersCuffdiff2FCover20","Tmem184b"
"TMEM185B","MicrogliByothersCuffdiff2FCover20","Tmem185b"
"TMEM200A","NeuronByothersCuffdiff2FCover20","Tmem200a"
"TMEM205","MyeOligoByothersCuffdiff2FCover20","Tmem205"
"TMEM216","EndotheByothersCuffdiff2FCover20","Tmem216"
"TMEM219","MyeOligoByothersCuffdiff2FCover20","Tmem219"
"TMEM221","MicrogliByothersCuffdiff2FCover20","Tmem221"
"TMEM252","EndotheByothersCuffdiff2FCover20","Tmem252"
"TMEM255B","PreOligoByothersCuffdiff2FCover20","Tmem255b"
"TMEM44","AstroByothersCuffdiff2FCover20","Tmem44"
"TMEM52","MicrogliByothersCuffdiff2FCover20","Tmem52"
"TMEM63B","NeuronByothersCuffdiff2FCover20","Tmem63b"
"TMEM82","AstroByothersCuffdiff2FCover20","Tmem82"
"TMIGD1","EndotheByothersCuffdiff2FCover20","Tmigd1"
"TMPO","PreOligoByothersCuffdiff2FCover20","Tmpo"
"TMTC4","NeuronByothersCuffdiff2FCover20","Tmtc4"
"TNC","AstroByothersCuffdiff2FCover20","Tnc"
"TNF","MicrogliByothersCuffdiff2FCover20","Tnf"
"TNFAIP2","MicrogliByothersCuffdiff2FCover20","Tnfaip2"
"TNFAIP3","MicrogliByothersCuffdiff2FCover20","Tnfaip3"
"TNFAIP8","AstroByothersCuffdiff2FCover20","Tnfaip8"
"TNFAIP8L1","EndotheByothersCuffdiff2FCover20","Tnfaip8l1"
"TNFAIP8L2","MicrogliByothersCuffdiff2FCover20","Tnfaip8l2"
"TNFRSF11A","MicrogliByothersCuffdiff2FCover20","Tnfrsf11a"
"TNFRSF11B","EndotheByothersCuffdiff2FCover20","Tnfrsf11b"
"TNFRSF13B","MicrogliByothersCuffdiff2FCover20","Tnfrsf13b"
"TNFRSF14","MicrogliByothersCuffdiff2FCover20","Tnfrsf14"
"TNFRSF17","MicrogliByothersCuffdiff2FCover20","Tnfrsf17"
"TNFRSF1B","MicrogliByothersCuffdiff2FCover20","Tnfrsf1b"
"TNFRSF25","EndotheByothersCuffdiff2FCover20","Tnfrsf25"
"TNFRSF8","MicrogliByothersCuffdiff2FCover20","Tnfrsf8"
"TNFSF10","EndotheByothersCuffdiff2FCover20","Tnfsf10"
"TNFSF14","MicrogliByothersCuffdiff2FCover20","Tnfsf14"
"TNFSF18","MicrogliByothersCuffdiff2FCover20","Tnfsf18"
"TNIP1","EndotheByothersCuffdiff2FCover20","Tnip1"
"TNNI2","MicrogliByothersCuffdiff2FCover20","Tnni2"
"TNNT1","EndotheByothersCuffdiff2FCover20","Tnnt1"
"TNS1","MicrogliByothersCuffdiff2FCover20","Tns1"
"TNS2","EndotheByothersCuffdiff2FCover20","Tns2"
"TNS4","MicrogliByothersCuffdiff2FCover20","Tns4"
"TOM1L1","AstroByothersCuffdiff2FCover20","Tom1l1"
"TOP2B","AstroByothersCuffdiff2FCover20","Top2b"
"TOR3A","MicrogliByothersCuffdiff2FCover20","Tor3a"
"TOR4A","MicrogliByothersCuffdiff2FCover20","Tor4a"
"TPBGL","MicrogliByothersCuffdiff2FCover20","Tpbgl"
"TPD52","NeuronByothersCuffdiff2FCover20","Tpd52"
"TPD52L1","EndotheByothersCuffdiff2FCover20","Tpd52l1"
"TPK1","EndotheByothersCuffdiff2FCover20","Tpk1"
"TPM1","MicrogliByothersCuffdiff2FCover20","Tpm1"
"TPM4","EndotheByothersCuffdiff2FCover20","Tpm4"
"TPPP3","MyeOligoByothersCuffdiff2FCover20","Tppp3"
"TPR","MicrogliByothersCuffdiff2FCover20","Tpr"
"TPRA1","MicrogliByothersCuffdiff2FCover20","Tpra1"
"TRAF3IP3","MicrogliByothersCuffdiff2FCover20","Traf3ip3"
"TRAF5","MicrogliByothersCuffdiff2FCover20","Traf5"
"TRAK1","MicrogliByothersCuffdiff2FCover20","Trak1"
"TRANK1","NeuronByothersCuffdiff2FCover20","Trank1"
"TRAPPC4","MyeOligoByothersCuffdiff2FCover20","Trappc4"
"TRAV23DV6","EndotheByothersCuffdiff2FCover20","Trav14d-3-dv8"
"TRBC1","MicrogliByothersCuffdiff2FCover20","Trbc1"
"TRBC2","MicrogliByothersCuffdiff2FCover20","Trbc1"
"TREM2","MicrogliByothersCuffdiff2FCover20","Trem2"
"TREML2","MicrogliByothersCuffdiff2FCover20","Treml2"
"TREML4","MicrogliByothersCuffdiff2FCover20","Treml4"
"TF","PreOligoByothersCuffdiff2FCover20","Trf"
"TRHDE","NeuronByothersCuffdiff2FCover20","Trhde"
"TRIM13","MyeOligoByothersCuffdiff2FCover20","Trim13"
"TRIM14","MicrogliByothersCuffdiff2FCover20","Trim14"
"TRIM16","EndotheByothersCuffdiff2FCover20","Trim16"
"TRIM16L","EndotheByothersCuffdiff2FCover20","Trim16"
"TRIM2","NeuronByothersCuffdiff2FCover20","Trim2"
"TRIM34","EndotheByothersCuffdiff2FCover20","Trim34a"
"TRIM6-TRIM34","EndotheByothersCuffdiff2FCover20","Trim34a"
"TRIM36","NeuronByothersCuffdiff2FCover20","Trim36"
"TRIM44","MicrogliByothersCuffdiff2FCover20","Trim44"
"TRIM47","MicrogliByothersCuffdiff2FCover20","Trim47"
"TRIM66","NeuronByothersCuffdiff2FCover20","Trim66"
"TRIM9","AstroByothersCuffdiff2FCover20","Trim9"
"TRIOBP","MyeOligoByothersCuffdiff2FCover20","Triobp"
"TRIP10","EndotheByothersCuffdiff2FCover20","Trip10"
"TRIP4","MyeOligoByothersCuffdiff2FCover20","Trip4"
"TP53BP1","NeuronByothersCuffdiff2FCover20","Trp53bp1"
"TP53INP2","MyeOligoByothersCuffdiff2FCover20","Trp53inp2"
"TP73","NeuronByothersCuffdiff2FCover20","Trp73"
"TRPC4","NeuronByothersCuffdiff2FCover20","Trpc4"
"TRPM2","MicrogliByothersCuffdiff2FCover20","Trpm2"
"TRPM3","AstroByothersCuffdiff2FCover20","Trpm3"
"TRPM4","MicrogliByothersCuffdiff2FCover20","Trpm4"
"TRPM6","EndotheByothersCuffdiff2FCover20","Trpm6"
"TRPS1","AstroByothersCuffdiff2FCover20","Trps1"
"TRPV1","NeuronByothersCuffdiff2FCover20","Trpv1"
"TRPV2","MicrogliByothersCuffdiff2FCover20","Trpv2"
"TRPV4","MicrogliByothersCuffdiff2FCover20","Trpv4"
"TRPV6","NeuronByothersCuffdiff2FCover20","Trpv6"
"TSEN54","MicrogliByothersCuffdiff2FCover20","Tsen54"
"TSGA10IP","MicrogliByothersCuffdiff2FCover20","Tsga10ip"
"TSKU","AstroByothersCuffdiff2FCover20","Tsku"
"TSLP","MicrogliByothersCuffdiff2FCover20","Tslp"
"TSPAN17","MyeOligoByothersCuffdiff2FCover20","Tspan17"
"TSPAN32","MicrogliByothersCuffdiff2FCover20","Tspan32"
"TSPAN33","MicrogliByothersCuffdiff2FCover20","Tspan33"
"TSPAN7","AstroByothersCuffdiff2FCover20","Tspan7"
"TSPO2","PreOligoByothersCuffdiff2FCover20","Tspo2"
"TSTA3","MyeOligoByothersCuffdiff2FCover20","Tsta3"
"TTC3","MyeOligoByothersCuffdiff2FCover20","Ttc3"
"TTC4","MicrogliByothersCuffdiff2FCover20","Ttc4"
"TTC7A","MicrogliByothersCuffdiff2FCover20","Ttc7"
"TTC7B","NeuronByothersCuffdiff2FCover20","Ttc7b"
"TTC8","NeuronByothersCuffdiff2FCover20","Ttc8"
"TTC9C","AstroByothersCuffdiff2FCover20","Ttc9c"
"TTLL11","NewOligoByothersCuffdiff2FCover20","Ttll11"
"TTLL7","NewOligoByothersCuffdiff2FCover20","Ttll7"
"TTLL8","AstroByothersCuffdiff2FCover20","Ttll8"
"TTPA","AstroByothersCuffdiff2FCover20","Ttpa"
"TTR","EndotheByothersCuffdiff2FCover20","Ttr"
"TTYH1","AstroByothersCuffdiff2FCover20","Ttyh1"
"TUBA1C","MicrogliByothersCuffdiff2FCover20","Tuba1c"
"TUBA4A","MicrogliByothersCuffdiff2FCover20","Tuba4a"
"TUBB1","MicrogliByothersCuffdiff2FCover20","Tubb1"
"TUBGCP4","EndotheByothersCuffdiff2FCover20","Tubgcp4"
"TUFT1","NeuronByothersCuffdiff2FCover20","Tuft1"
"TWF2","MicrogliByothersCuffdiff2FCover20","Twf2"
"TXN2","EndotheByothersCuffdiff2FCover20","Txn2"
"TXNIP","MicrogliByothersCuffdiff2FCover20","Txnip"
"TYK2","AstroByothersCuffdiff2FCover20","Tyk2"
"TYRO3","MyeOligoByothersCuffdiff2FCover20","Tyro3"
"TYROBP","MicrogliByothersCuffdiff2FCover20","Tyrobp"
"UACA","EndotheByothersCuffdiff2FCover20","Uaca"
"UAP1","EndotheByothersCuffdiff2FCover20","Uap1"
"UAP1L1","MicrogliByothersCuffdiff2FCover20","Uap1l1"
"UBA7","MicrogliByothersCuffdiff2FCover20","Uba7"
"UBAP1","MyeOligoByothersCuffdiff2FCover20","Ubap1"
"UBAP1L","NeuronByothersCuffdiff2FCover20","Ubap1l"
"UBAP2","NeuronByothersCuffdiff2FCover20","Ubap2"
"UBAP2L","NewOligoByothersCuffdiff2FCover20","Ubap2l"
"UBE2E2","MyeOligoByothersCuffdiff2FCover20","Ube2e2"
"UBE3A","NeuronByothersCuffdiff2FCover20","Ube3a"
"UBL7","EndotheByothersCuffdiff2FCover20","Ubl7"
"UBXN2A","MyeOligoByothersCuffdiff2FCover20","Ubxn2a"
"UCHL1","NeuronByothersCuffdiff2FCover20","Uchl1"
"UCKL1","AstroByothersCuffdiff2FCover20","Uckl1"
"UCP2","MicrogliByothersCuffdiff2FCover20","Ucp2"
"UCP3","AstroByothersCuffdiff2FCover20","Ucp3"
"UGT1A6","MicrogliByothersCuffdiff2FCover20","Ugt1a6b"
"UGT1A10","MicrogliByothersCuffdiff2FCover20","Ugt1a9"
"UGT1A8","MicrogliByothersCuffdiff2FCover20","Ugt1a9"
"UGT1A7","MicrogliByothersCuffdiff2FCover20","Ugt1a9"
"UGT1A9","MicrogliByothersCuffdiff2FCover20","Ugt1a9"
"UGT8","PreOligoByothersCuffdiff2FCover20","Ugt8a"
"UNC119","NeuronByothersCuffdiff2FCover20","Unc119"
"UNC119B","MyeOligoByothersCuffdiff2FCover20","Unc119b"
"UNC13A","NeuronByothersCuffdiff2FCover20","Unc13a"
"UNC13B","NeuronByothersCuffdiff2FCover20","Unc13b"
"UNC13D","MicrogliByothersCuffdiff2FCover20","Unc13d"
"UNC45B","EndotheByothersCuffdiff2FCover20","Unc45b"
"UNC5A","NeuronByothersCuffdiff2FCover20","Unc5a"
"UNC93B1","MicrogliByothersCuffdiff2FCover20","Unc93b1"
"UNK","MyeOligoByothersCuffdiff2FCover20","Unk"
"UPP1","AstroByothersCuffdiff2FCover20","Upp1"
"UQCC1","NewOligoByothersCuffdiff2FCover20","Uqcc1"
"URI1","EndotheByothersCuffdiff2FCover20","Uri1"
"USHBP1","EndotheByothersCuffdiff2FCover20","Ushbp1"
"USP2","MicrogliByothersCuffdiff2FCover20","Usp2"
"USP21","MicrogliByothersCuffdiff2FCover20","Usp21"
"USP29","NeuronByothersCuffdiff2FCover20","Usp29"
"USP4","AstroByothersCuffdiff2FCover20","Usp4"
"USP43","EndotheByothersCuffdiff2FCover20","Usp43"
"USP54","MyeOligoByothersCuffdiff2FCover20","Usp54"
"UTRN","EndotheByothersCuffdiff2FCover20","Utrn"
"VAMP8","MicrogliByothersCuffdiff2FCover20","Vamp8"
"VASH2","NeuronByothersCuffdiff2FCover20","Vash2"
"VAV1","MicrogliByothersCuffdiff2FCover20","Vav1"
"VAX1","NeuronByothersCuffdiff2FCover20","Vax1"
"VCAM1","AstroByothersCuffdiff2FCover20","Vcam1"
"VCL","AstroByothersCuffdiff2FCover20","Vcl"
"VDAC2","NewOligoByothersCuffdiff2FCover20","Vdac2"
"VEPH1","AstroByothersCuffdiff2FCover20","Veph1"
"VGF","NeuronByothersCuffdiff2FCover20","Vgf"
"VIL1","EndotheByothersCuffdiff2FCover20","Vil1"
"VIM","EndotheByothersCuffdiff2FCover20","Vim"
"VNN1","AstroByothersCuffdiff2FCover20","Vnn1"
"VPREB3","MicrogliByothersCuffdiff2FCover20","Vpreb3"
"VPS33B","MicrogliByothersCuffdiff2FCover20","Vps33b"
"VPS53","MicrogliByothersCuffdiff2FCover20","Vps53"
"VRK1","MicrogliByothersCuffdiff2FCover20","Vrk1"
"VSIG10L","MicrogliByothersCuffdiff2FCover20","Vsig10l"
"VSIG2","EndotheByothersCuffdiff2FCover20","Vsig2"
"VSIR","NewOligoByothersCuffdiff2FCover20","Vsir"
"VSNL1","MicrogliByothersCuffdiff2FCover20","Vsnl1"
"VSTM2A","NeuronByothersCuffdiff2FCover20","Vstm2a"
"VSTM2L","NeuronByothersCuffdiff2FCover20","Vstm2l"
"VWA1","EndotheByothersCuffdiff2FCover20","Vwa1"
"VWA3B","NeuronByothersCuffdiff2FCover20","Vwa3b"
"VWA5B2","NeuronByothersCuffdiff2FCover20","Vwa5b2"
"VWC2L","NeuronByothersCuffdiff2FCover20","Vwc2l"
"VWF","EndotheByothersCuffdiff2FCover20","Vwf"
"WAS","MicrogliByothersCuffdiff2FCover20","Was"
"WASHC3","EndotheByothersCuffdiff2FCover20","Washc3"
"WDFY4","MicrogliByothersCuffdiff2FCover20","Wdfy4"
"WDR11","NewOligoByothersCuffdiff2FCover20","Wdr11"
"WDR19","NewOligoByothersCuffdiff2FCover20","Wdr19"
"WDR35","NeuronByothersCuffdiff2FCover20","Wdr35"
"WDR45","MyeOligoByothersCuffdiff2FCover20","Wdr45"
"WDR81","MicrogliByothersCuffdiff2FCover20","Wdr81"
"WDR82","MyeOligoByothersCuffdiff2FCover20","Wdr82"
"WDR83","MicrogliByothersCuffdiff2FCover20","Wdr83"
"WDSUB1","MicrogliByothersCuffdiff2FCover20","Wdsub1"
"WFDC1","EndotheByothersCuffdiff2FCover20","Wfdc1"
"WHRN","AstroByothersCuffdiff2FCover20","Whrn"
"WIF1","NeuronByothersCuffdiff2FCover20","Wif1"
"WIPF1","PreOligoByothersCuffdiff2FCover20","Wipf1"
"WIPF2","NeuronByothersCuffdiff2FCover20","Wipf2"
"WNT11","MicrogliByothersCuffdiff2FCover20","Wnt11"
"WSCD2","NeuronByothersCuffdiff2FCover20","Wscd2"
"WWC1","AstroByothersCuffdiff2FCover20","Wwc1"
"WWTR1","EndotheByothersCuffdiff2FCover20","Wwtr1"
"XAF1","EndotheByothersCuffdiff2FCover20","Xaf1"
"XCR1","MicrogliByothersCuffdiff2FCover20","Xcr1"
"XKR7","NeuronByothersCuffdiff2FCover20","Xkr7"
"XRCC3","AstroByothersCuffdiff2FCover20","Xrcc3"
"XXYLT1","MyeOligoByothersCuffdiff2FCover20","Xxylt1"
"YARS2","NewOligoByothersCuffdiff2FCover20","Yars2"
"YBX2","NeuronByothersCuffdiff2FCover20","Ybx2"
"YPEL3","MicrogliByothersCuffdiff2FCover20","Ypel3"
"YWHAH","PreOligoByothersCuffdiff2FCover20","Ywhah"
"ZAP70","EndotheByothersCuffdiff2FCover20","Zap70"
"ZBTB32","MicrogliByothersCuffdiff2FCover20","Zbtb32"
"ZBTB38","EndotheByothersCuffdiff2FCover20","Zbtb38"
"ZBTB48","NeuronByothersCuffdiff2FCover20","Zbtb48"
"ZC3H12A","MicrogliByothersCuffdiff2FCover20","Zc3h12a"
"ZC3H14","MyeOligoByothersCuffdiff2FCover20","Zc3h14"
"ZC4H2","MicrogliByothersCuffdiff2FCover20","Zc4h2"
"ZCCHC18","NeuronByothersCuffdiff2FCover20","Zcchc12"
"ZCCHC12","NeuronByothersCuffdiff2FCover20","Zcchc12"
"ZCCHC8","MyeOligoByothersCuffdiff2FCover20","Zcchc8"
"ZDHHC21","AstroByothersCuffdiff2FCover20","Zdhhc21"
"ZEB2","PreOligoByothersCuffdiff2FCover20","Zeb2"
"ZFHX3","MicrogliByothersCuffdiff2FCover20","Zfhx3"
"ZNF106","NewOligoByothersCuffdiff2FCover20","Zfp106"
